Name,Rating,Origin,Roast Level,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,Review
Indonesia Flores Island,92,"Flores Island, Indonesia",Light,9,8,8,9,8,"A crisp Indonesia cup from the emerging Flores Island coffee growing region: delicate, with a throughline of tart fruit and sweet earth."
Panama Baru Geisha Honey by Joseph,94,"Boquete growing region, western Panama",Medium-Light,9,9,9,9,8,"An elegant, crisply sweet honey-processed Gesha cup with a throughline of pleasingly tart fruit notes enveloped in chocolate."
Ethiopia Sidamo Shakiso Danbi Uddo Mulish Natural G1,92,"Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,9,8,8,9,8,"A delicate, flavor-saturated natural-processed Sidamo cup, animated by notes of raspberry and clove."
Static Indonesia Toarco Sulawesi,91,"Toraja growing region, south-central Sulawesi, Indonesia",Medium-Light,8,8,9,9,7,"A sweet, richly savory Sulawesi cup with a cocoa and mesquite throughline nuanced by butterscotch and fine musk."
Burundi Buhorwa,94,Northern Burundi,Medium-Light,9,9,9,9,8,"A deeply pleasing coffee from Burundi: rich, profoundly sweet throughout, and complexly layered with fruit, floral and aromatic wood notes."
Warrior in the Forest Blend,92,"Ethiopia, Indonesia",Medium-Light,9,8,8,9,8,"An Ethiopia-Indonesia blend that offers both high-toned sweetness and warm, low-toned spice notes reminiscent of clove."
Dodora Double,96,"Gedeo Zone, Yirgacheffe growing region, southern EthiopiaGedeo Zone, southern Ethiopia",Light,9,9,9,10,9,"An exceptional, vivacious Ethiopia coffee in which high-toned floral notes, sweetly tart fruits, and rich chocolate tones harmonize."
Poas Red Honey,92,"Sabanilla de Alajuela, Central Valley, Costa Rica",Medium-Light,8,9,8,9,8,"A honey-processed Costa Rica cup expressing equal parts sweet and tart: think candied apple and pomegranate wrapped in rich, creamy cashew butter."
Lekali (Nepal),90,"Bhirkune Village, Nuwakot District, Nepal",Medium,8,8,9,8,7,"The first coffee from Nepal ever rated by Coffee Review, and well worth seeking out for its confident savory-sweet cup."
Costa Rica Tarrazu,91,"Tarrazu growing region, Costa Rica",Medium-Light,9,8,8,8,8,A paradoxical natural-processed Costa Rica coffee with big sweetness (fruit and florals) and rich aromatic wood notes in equal measure.
Ethiopia Reko,92,"Yirgacheffe growing region, south-central Ethiopia",Medium-Light,9,8,9,9,7,"A classic Ethiopia cup: balanced, bright and deeply sweet, with notes of berry and stone fruit."
Sumatra Tano Batak,92,"Lintong growing region, North Sumatra Province, Indonesia",Medium,9,7,8,9,9,"A classic Sumatra that displays its clean, fresh-earth character and grapefruity pungency without apology, supported by crisp chocolate, vanilla bean and pear."
Kenya Kirinyaga,94,"Kirinyaga District, south-central Kenya",Light,9,9,9,9,8,"A complex, richly layered, juicy-sweet Kenya cup."
Ethiopia,93,"Sidama (also Sidamo) growing region, south-central Ethiopia",Medium-Light,9,8,9,9,8,"A confident, juicy-rich Ethiopia with appealing notes of citrus and cherry."
Ethiopia Guji Deri Korcha White Honey,93,"Guji Zone, Oromia Region, south-central Ethiopia",Light,8,9,9,9,8,An impressive white-honey processed coffee—richly fruit- and floral-toned.
Nicaragua Finca Libre,92,"Nueva Segovia Department, Nicaragua",Medium-Light,8,8,9,9,8,A determined sweetness and plump mouthfeel round and harmonize tart citrus and crisp cedar and nut notes.
Congo Kivu,92,"Kahale, South Kivu Province, Democratic Republic of the Congo",Medium-Dark,9,8,8,9,8,"Inviting notes of chocolate and tea rose carry this resonant, sweetly tart, slightly darker-roasted coffee from central Africa."
Three Queens Blend,94,Ethiopia; Burundi; Kenya,Medium-Light,9,9,9,9,8,"Exceptional, versatile cup. Satisfies with its balance, yet surprises with its lush, layered intricacy. Blending at its most committed and original."
Sumatra Mutu Batak,94,"Lintong growing region, North Sumatra Province, Indonesia",Medium,9,9,9,9,8,"A fine Sumatra, simultaneously expressing the pungent, full, resonantly earthy genius of the type, while lifting it with refreshing lightness and complex vivacity."
Rwanda Bufcafe Remera,92,"Gikongoro Prefecture, south-central Rwanda",Medium,8,8,9,9,8,"A fine expression of the classic Rwanda and Central Africa cup, vibrantly and roundly bright, yet crucially deepened and nuanced by drier and more savory suggestions of lemon verbena and cooked root vegetables."
Kiniyota Burundi,95,"Buhinyuza District, Muhinga Province, Burundi",Medium-Light,9,9,9,9,9,"One of the more impressive Burundis we’ve tested in some years: roundly sweet-toned and bright, crucially supported by a deep savory resonance."
Sumatra Mandheling,92,"Mandheling growing region, northern Sumatra, Indonesia",Medium-Light,9,8,8,9,8,"A deeply sweet, earth-toned Sumatra cup, with enveloping notes of pipe tobacco and rich nut butter."
Kona Mocca®,95,"Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium,9,9,9,9,9,"An out-of-the-ordinary coffee but a superbly balanced and complete one, with particularly seductive floral and chocolate notes."
Ethiopia Suke Quto Honey,94,"Guji Zone, Oromia Region, south-central Ethiopia",Medium-Light,9,9,9,9,8,"This honey-processed Ethiopia is a citrus and berry chorus, from lime blossom in the aroma to raspberry jam in the cup, backed by continuous suggestions of sandalwood and crisp cacao nib."
Ethiopia Dumerso Light Roast,92,"Yirgacheffe growing region, southern Ethiopia",Medium,9,8,8,9,8,"A balanced yet intricate dried-in-the-fruit Yirgacheffe, flowers grounded in chocolate with a whiff of brandy."
Kenya AA Karamundi,92,"Nyeri growing region, south-central Kenya",Medium-Light,9,8,8,9,8,"A cocoa-toned Kenya cup with notes of stone fruit and sweet florals and the added intrigue of a tart, tamarind-like edge."
Ethiopia Natural Sidamo Papilio,93,"Sidamo (also Sidama) growing region, south-central Ethiopia",Light,9,9,8,9,8,"An unusual and engaging natural-processed Ethiopia: crisp, sweet-savory, complex and original in its cocoa, lemon-herb and grappa-toned aromatics."
Ethiopia Banko Gotiti Natural,94,"Yirgacheffe growing region, south-central Ethiopia",Light,9,9,8,9,9,"A perfumy, floral- and spice-toned natural-processed Ethiopia cup with an especially juicy acidity."
Peru Finca Ecológica Agua Colorada,93,"Cajamarca, Peru",Light,9,9,8,9,8,"A solid Peru cup: rich, deeply sweet, with the intrigue of a perfumy musk-like note throughout."
Love Letters,92,El Salvador; Indonesia,Medium-Light,8,8,9,9,8,A harmonious melding of sweet floral and fruit notes from the El Salvador component of the blend and a more tobacco-toned sweetness from the Indonesia contribution.
Throwback Blend,92,Colombia; Kenya,Medium-Light,9,8,8,9,8,"A blend in which you can taste the influence of both the Colombia and the Kenya elements, the former chocolate-toned, the latter, sweetly tart. Combined, they generate a resonant, layered intricacy."
Costa Coast Blend,92,Costa Rica; Ethiopia,Medium-Light,8,8,9,9,8,"An inviting blend of two organic coffees, a Costa Rica and a natural-processed Ethiopia, which together create a spicy-floral-toned and fruit-driven cup."
Canoe Blend,94,Central America; South America; Indonesia,Medium-Light,9,9,9,9,8,"A deep, energetic coffee that juxtaposes bright sweetness and rich earthiness with a dark chocolate throughline."
Dead Reckoning,93,Guatemala; El Salvador; Ethiopia,Medium-Light,9,9,8,9,8,"A floral-toned blend with particularly engaging acidity, sweetly tart and lively structure, and an intriguing suggestion of fresh spearmint."
Miami Winter,93,Kenya; Ethiopia,Medium-Light,9,9,8,9,8,"A deeply attractive blend that evokes the tropics, with notes of ginger blossom and pineapple leading the aromatic charge."
Wilderness Blend,93,Ethiopia; Kenya; El Salvador,Light,9,9,8,9,8,"An elegant citrusy and chocolate-toned cup, pleasingly complicated by notes of stone fruit and rich aromatic wood."
Naturals With Attitude,93,Panama; Ethiopia,Medium-Light,9,8,9,9,8,"All fruit, all the time. But not a hint of ferment, despite the blend’s four dried-in-the-fruit, natural-processed components."
Guatemala Retiro Natural Process,94,"San Martin Jilotepeque, Chimaltenango Department, central Guatemala",Medium-Light,9,9,8,9,9,"A dry-processed coffee in the crisp, elegant style, lightly cocoa-toned, subtly complex, long-finishing."
Gaitania Colombia,93,"Gaitania, Tolima Department, west-central Colombia",Medium-Light,9,8,9,9,8,"Big-bodied, roundly powerful coffee expression, equally nuanced with cedar, dry chocolate and herb hints. Fair trade and organic."
Rwanda Remera Kabeza,93,"Gikongoro Prefecture, south-central Rwanda",Medium,8,9,9,9,8,"An unusually pure Rwanda, impressive particularly in its fresh, juicy structure and bright composure."
Ethiopia Yirgacheffe,90,"Yirgacheffe growing region, southern Ethiopia",Medium,8,8,8,8,8,"A resonant, chocolate-toned Yirgacheffe cup, deeply sweet with floral and aromatic wood undertones."
Honduras David Mancia,90,"Santa Barbara Department, Honduras",Light,8,8,8,8,8,"A pleasing stone fruit and cocoa-driven Honduras cup, bright and lively."
Kenya Gatugi AB,94,Kenya Gatugi AB,Medium-Light,9,9,9,9,8,"Elegant and complex: an expressive Kenya coffee with sweet-savory depth and engaging top notes of bergamot, butterscotch and red currant."
Bufcafe Rwanda,93,"Nyamagabe District, Southern Province, Rwanda",Light,9,9,9,7,9,"A superior Rwanda cup, classically sweet-savory with an appealing high-toned crispness."
Gedeb Ethiopia,95,"Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,9,9,9,9,9,"A big, juicy wet-processed Ethiopia cup laden with rich floral and fruit tones throughout, all enveloped in dark chocolate."
Civet Yirgacheffe Sisota,93,"Sidamo growing region, south-central Ethiopia",Medium-Light,9,8,9,9,8,An impressively rich sweet-savory cup with a throughline of fennel-like herb notes. Interesting both for its unusual cup and its unusual processing variation.
Civet Ethiopia Papilio Sidamo,93,"Sidamo growing region, south-central Ethiopia",Medium-Light,9,8,9,9,8,"A Sidamo coffee processed by the dry or natural method and treated with a cultured essence of kopi luwak that together net richly ripe fruit notes, cocoa tones, and a pleasing hint of sweet ferment."
Estate Carbonic Maceration,90,"Ka'u growing region, Big Island of Hawaii",Medium-Light,8,8,8,8,8,"Delicately bittersweet and cocoa-toned, with flowers hinting at lushness."
Ethiopia Dry-Processed Guji Mt. Kayon,95,"Guji Zone, Oromia Region, south-central Ethiopia",Medium-Light,9,9,9,9,9,"A regal and expressive natural-processed Ethiopia coffee with an inviting hint of clean, sweet ferment suggesting aged rum."
Ethiopia Banko Gotiti,94,"Kochere, Yirgacheffe growing region, south-central Ethiopia",Light,9,9,9,9,8,"A juicy-sweet Ethiopia natural cup: lively and fruit-toned, with a hint of elegant, rum-like sweet ferment."
Colombia David Gomez 100% Caturra,92,"Huila Department, southern Colombia",Light,8,9,8,9,8,"Engaging Colombia cup with impressively juicy, bright acidity and zesty, spice-toned aromatics."
Guatemala Acatenango Gesha Lot #209,93,"Acatenango growing region, central Guatemala",Light,9,8,9,9,8,"A deep, graceful Guatemala Gesha cup, with notes of dried stone fruit grounded by rich chocolate tones."
Panama Auromar Estate Geisha Peaberry,95,"Piedra Candela, Chiriqui Province, far western Panama",Medium-Light,10,9,9,9,8,"A vibrant, exhilarating natural-processed peaberry Gesha saturated with rich floral, spice and fruit aromas and flavors throughout the profile."
Indonesia Emerald Mandheling,92,"Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia",Medium-Light,9,8,8,9,8,"Complex and dynamic in structure, balancing tart, sweet and bitter, with deeply layered and complex aromatics."
Panama Finca Hartmann Geisha Natural,95,"Chiriqui Province, far western Panama",Light,9,9,9,9,9,"An exciting natural-processed Geisha that leads with juicy fruit notes and deeply sweet florals, all wrapped in frankincense and cocoa."
Ethiopia Reko Estate Yirgacheffe,92,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,9,7,8,9,9,"Expresses the deep, spicy-sweet side of the Yirgacheffe profile, engaging in its balance of savory depth and perfumy sweetness."
Costa Rica Sonora Estate Venecia Natural,91,"Central Valley, Costa Rica",Medium-Light,8,8,8,9,8,"An engaging natural-processed Costa Rica cup, with top notes of peach and undercurrents of wood-framed florals throughout."
Estate Medium Roast,93,"Ka'u growing region, Big Island of Hawaii",Medium-Light,9,8,8,9,9,A coffee both classic in its crisp clarity and subtly original in its high-toned fruit and floral aromatics.
Ethiopia Agakiso,93,"Guji Zone, southern Ethiopia",Light,9,8,9,9,8,"A crisply sweet, inviting Ethiopia cup with pretty notes of black cherry and vanilla-like florals enveloped in cocoa-toned sandalwood."
Kenya Karinga,92,"Gatundu, Thika Province, central Kenya",Medium-Light,9,8,9,9,7,An intense yet accessible Kenya animated by a zesty but very sweet structure and an intriguing range of aromatics.
Ulos Batak Sumatra,96,"Northern Sumatra, Indonesia",Medium-Light,9,9,9,10,9,"An intricately layered, superb Sumatra cup saturated with chocolate, spicy floral and sweet fruit notes, with gentle intimations of rich perique tobacco."
Gaitania Colombia,91,"Southern Tolima Department, west-central Colombia",Light,9,8,8,9,7,"An inviting and accessible Colombia cup, sweet-toned with a hint of cardamom-like spice."
Blue Label La Esmeralda Porton Pascua Gesha,95,"Boquete growing region, western Panama",Medium-Light,9,9,9,9,9,A symphonic Gesha cup: high-toned fruit and flowers are supported by spice and aromatic wood.
Auromar Gesha Natural,93,"Piedra Candela, Chiriqui Province, far western Panama",Light,8,9,9,9,8,"A crisp, deeply sweet natural-processed Gesha cup: chocolaty, fruit-toned and floral."
Haraz Special Red Yemen,92,"Haraz growing region, north-central Yemen",Light,9,8,8,9,8,"An attractively idiosyncratic cup from one of coffee’s ancient homelands: mildly fermenty, richly fruity-toned, with hints of earth and tobacco."
David Mburu Kenya,96,"Kiambu County, south-central Kenya",Light,9,9,9,10,9,"A big, juicy Kenya that invokes the tropics: resonant notes of aromatic orchid and coconut, along with hints of elegant musk and dried fig."
“Naturals”,92,"Captain Cook, North Kona growing district, “Big Island” of Hawaii",Medium-Light,9,8,8,9,8,"A fruit-driven, but crisp natural-processed Kona cup that’s also certified organic."
Finca Merced Guatemala,93,"Chimaltenango Department, Guatemala",Light,9,8,9,9,8,"A sweetly bright, cocoa-toned Guatemala cup with engaging stone fruit and aromatic wood complications."
El Peñon Nicaragua,94,"Jinotega, Nicaragua",Light,9,9,8,9,9,"Coffee Review’s highest scoring Nicaragua coffee of 2017: crystalline in structure, intensely aromatic, deeply and richly sweet."
Kenya Chorongi Peaberry,95,"Mukaro, Nyeri growing region, south-central Kenya",Medium-Light,9,9,9,9,9,"A classic Kenya cup: richly sweet-savory, with a complex array of fruit, floral, chocolate and aromatic wood notes at its intense and inviting heart."
Static Kenya Kavutiri,92,"Kiambu County, south-central Kenya",Medium-Light,9,8,8,9,8,"A delicate, spice-driven Kenya cup with engaging undercurrents of fruit, floral and chocolate."
Kenya Gicherori,91,"Kiambu County, south-central Kenya",Medium-Light,8,8,8,9,8,"A round, sweetly savory Kenya enlivened by the quiet intrigue of vanilla-like flowers and crisp chocolate."
Static Colombia Decaf Midnight,89,"Huila, Colombia",Medium,8,8,8,8,7,"A solid, chocolate-toned decaf with inviting fruit and floral tones."
Kenya Riakiberu AB,95,"Muranga District, central Kenya",Medium-Light,9,9,9,9,9,"A beautifully composed classic Kenya cup, with bright and deeply sweet fruit notes, big florals, solid chocolate and a hint of floral-toned spice."
Diima #9 Ethiopia Natural,93,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,9,8,9,9,8,"This natural-processed Yirgacheffe’s hint of sweet, rum-like fruit ferment gives the cup a distinct holiday feel."
Sweet Holiday Blend,93,Ethiopia; Kenya; Colombia,Medium-Light,9,8,9,9,8,"A brightly juicy, sweet blend with richly layered holiday nuance: chocolate, clove, date."
DR Congo Virunga Organic,93,"Kirumba, North Kivu Province, Democratic Republic of the Congo",Medium-Light,9,8,9,9,8,"An exciting coffee from a newly emerging eastern Congo growing region: savory-edged, richly sweet, invitingly pungent."
Holiday Blend,93,Ethiopia; Costa Rica; Panama,Light,9,9,8,9,8,"A lovely blend of four exceptional coffees that nets a crisp, very sweet, pleasingly herb-toned cup."
Kenya Thaitu,95,"Nakuru County, south-central Kenya",Medium-Light,9,9,9,9,9,"A spice-toned, floral- and fruit-driven Kenya coffee, grounded by rich chocolate notes with hints of sweet pipe tobacco."
Yule Blend 2018,94,"Kirinyaga District, south-central Kenya",Medium-Light,9,9,9,9,8,"A balanced, savory-leaning and richly sweet blend of two quality coffees from Kenya, netting a vibrantly high-toned, spice-driven cup."
Los Congos Pacamara Honey,93,"Nueva Segovia growing region, Nicaragua",Light,9,8,9,9,8,"An umami-driven Pacamara coffee, with a throughline of berry and sundried tomato notes: sweet and savory in harmonious balance."
Coffea Diversa Costa Rica Sudan Rume,93,"Biolley, southern Costa Rica",Medium-Light,9,9,8,9,8,"A fine introduction to a rare variety of Arabica, Sudan Rume: crisp, bright, sweetly tart."
Panama Auromar Geisha Natural,96,"Piedra Candela, Chiriqui Province, far western Panama",Medium-Light,10,9,9,9,9,"A dynamic coffee with complex aromatics that invoke the tropics—and a seemingly infinite finish, richly sweet and flavor-saturated."
El Salvador Finca Kilimanjaro,95,"Santa Ana Department, El Salvador",Medium-Light,9,9,9,9,9,"A graceful, generously fruit- and floral-toned El Salvador cup with an exceptionally balanced structure and juicy acidity."
Panama Elida Green Tip Gesha Natural,94,"Boquete growing region, western Panama",Medium-Light,9,9,8,9,9,"An elegant, richly sweet natural-processed Panama Gesha with berry and chocolate notes throughout."
Gikanda Kenya,96,South-central Kenya,Medium-Light,9,10,9,9,9,"Superb version of the classic sweet-savory, crisply juicy, fragrantly floral-edged Kenya cup."
Panama Don Julian Pacamara,95,"Horcheta, Chiriqui Province, western Panama",Medium-Light,9,9,9,9,9,"Superb Pacamara profile, crisply dry and spicy yet deeply, lavishly juicy sweet."
100% Kona Bourbon Pointu Laurina,95,"Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium-Light,9,9,9,9,9,"Intense, bright but balanced cup with layered aromatic intrigue generated by a celebrated and rare tree variety."
Kenya AB Muchoki,95,"Nyeri growing region, south-central Kenya",Medium-Light,9,9,9,10,8,"The exciting Kenya tension between sweet and savory-tart is on display here, but a bit softer in expression perhaps, more tropical, than usual. A relaxed Kenya, authoritative yet delicate and approachable."
Colombia Nariño Duende,93,"Narino Department, southern Colombia",Medium-Light,8,9,9,9,8,"Low-toned and deeply rich, reminiscent of Ibarra Mexican chocolate with cinnamon, enveloped in fruit and nut tones."
Geisha Panama Santamaria Natural,95,"Paso Ancho, Volcan, western Panama",Medium-Light,9,9,9,10,8,Both elegantly balanced and subtly grand in detail; a quietly spectacular rendition of the Gesha profile.
Decaf Colombia Select,87,Colombia,Medium-Light,7,7,8,8,7,"Those who value a gently zesty sweetness should enjoy this delicate decaf cup. Easy on the palate, easy on the nervous system."
Ethiopia Awassa,93,"Yirgacheffe, Ethiopia; Sidamo (also Sidama), Ethiopia",Medium-Light,9,8,9,9,8,"An engaging, confident Ethiopia cup with layered intrigue: flowers, fruit, aromatic wood."
The Knight Dark Roast,89,Indonesia; Central and South America,Very Dark,8,7,9,8,7,"A solid K-cup blend with a caramel throughline: rich, sweet and round with hints of spicy flowers throughout."
100% Kona SL-28,97,"Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium-Light,10,9,9,10,9,Coffee simply doesn’t get much better than this. Transcendently classic.
Kenya Kirinyaga Mukangu AB,95,"Kirinyaga District, south-central Kenya",Medium-Light,9,9,9,9,9,"A Kenya that covers all the bases: sweet-tart fruit, savory depth, spicy florals and cocoa."
Kenya Nyeri Othaya Gatugi Red Cherry Project AA,92,"Nyeri growing region, south-central Kenya",Medium-Dark,9,8,8,9,8,A darker roast develops a savory-toned chocolate to complement a zesty citrus in this pleasingly contradictory Kenya.
Ethiopia Washed Yirgacheffe Adado,95,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,9,9,9,9,9,"A bright, lively, juicy washed Yirgacheffe coffee: classic in structure and style."
Kenya Mutungati,94,"Nakuru Province, south-central Kenya",Medium-Light,9,9,9,9,8,"A vibrant fruit- and chocolate-toned Kenya coffee, with an exciting hint of lime zest throughout the profile."
Guatemala El Retiro del Quisaya,93,"San Martin Jilotepeque, Chimaltenango Department, Guatemala",Light,9,8,8,9,9,"Delicate and graceful, yet authoritative in character; seductively sweet."
Kenya Peaberry Kericho County,92,"Kericho County, Kenya",Medium-Light,8,8,9,9,8,"An unorthodox but original and engaging variation on the Kenya cup, juxtaposing sweetness and a musky, herby-savory edge."
Static El Salvador Finca Maria Luisa,89,"Santa Rosa, La Unión Department, El Salvador",Medium-Light,8,7,8,8,8,"Those who value brisk, dry beverages should enjoy this coffee and its quiet, unorthodox aromatic intrigue."
Kamwangi Kenya,93,"Gichugu Division, Kirinyaga County, central Kenya",Medium-Light,8,9,9,9,8,"Resonantly pungent Kenya, particularly attractive for its structure: sweet, tart and savory all at once, zesty yet seductive. Holds its character superbly as it cools."
Ethiopia Gelana Abaya,92,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,9,7,9,9,8,"Spicy-sweet, autumnal profile, complex and grown-up."
Christmas Blend,91,Not disclosed,Medium,8,8,8,9,8,"A lively, engaging spice-toned blend: crisp and richly sweet."
Thanksgiving Blend,90,Not disclosed,Medium,8,8,8,8,8,"An engaging, richly sweet blend that will appeal to those who enjoy, for example, the crisp caramel tones of the crust on a creme brulee dessert."
Ethiopia Bishan Fugu,93,"Hambela District, Guji Zone, Oromia Region, southern Ethiopia",Light,8,9,8,9,9,"A richly elegant cup that leads with deep fruit notes, as do many natural- processed coffees, though here the fruit is complicated by an engaging musk-like intrigue."
Sustainable Harvest Homacho Waeno Natural,93,"Aleta Wondo, Sidama (also Sidamo) growing region, southern Ethiopia",Light,9,9,8,9,8,"A natural-processed Ethiopia coffee of intriguing depth, with a wide range of aroma/flavor notes, savory pipe tobacco to high-toned, spicy florals, to crisply sweet citrus marmalade."
Ethiopia Amaro Gayo Natural,92,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,9,8,8,9,8,"The overall impression of this natural-processed Yirgacheffe cup is equal parts dried fruit and chocolate, nicely elaborated by spice suggestions (cinnamon, clove, nutmeg)."
Ethiopia Shakiso Mormora,92,"Guji Zone, southern Ethiopia",Medium-Light,9,8,8,9,8,"A gently spice-toned, floral- driven wet-processed Ethiopia cup with pleasing notes of cocoa throughout."
Ethiopia Suke Quto,92,"Guji Zone, Oromia Region, south-central Ethiopia",Medium-Light,8,8,9,9,8,Lavender-like flowers and hints of zesty pink peppercorn animate this crisply sweet wet-processed Ethiopia cup.
Ethiopia Gedeb Halo Beriti,94,"Gedeb District, Gedeo Zone, southern Ethiopia",Medium,9,9,9,9,8,"A deeply and generously lush cup saved from sentimentality by a crisp, incense-like, slightly savory edge. Very wide range of aromatics."
Ethiopia Kayon Mountain,93,"Odo Shakiso District, Guji Zone, southern Ethiopia",Light,9,8,9,9,8,"A lively and crisply sweet, fruit-forward natural-processed Ethiopia cup."
Ethiopia Gelgelu Natural Organic,93,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,9,8,9,9,8,"A deeply sweet natural-processed Ethiopia cup, with stone fruit and brandy notes as parallel throughlines."
Ethiopia Hambela Alaka,93,"Hambela Wamena District, Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,9,8,9,9,8,"A delicate, richly sweet wet-processed Ethiopia: spice, herb, fruit and flowers in intricate balance."
Organic Ethiopia Kirite,93,"Hambela District, Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,9,9,8,9,8,"An inviting wet-processed Ethiopia cup. Invokes a walk through a citrus orchard in spring, with a bonus of sweet herb and cocoa tones."
Ethiopia Sidama,94,"Sidama (also Sidamo) growing region, southern Ethiopia",Medium,9,9,9,9,8,"An elegantly expressive, fruit-forward but savory-leaning Ethiopia cup."
Thiriku AA Kenya,95,Central Kenya,Medium,9,9,9,9,9,"Mysterious and extraordinary in the Kenya style: simultaneously sweet, savory, tart and entirely and grandly vibrant."
Ethiopia Natural Yirgacheffe Tore,93,"Tore Village, Yirgacheffe growing region, southern Ethiopia",Medium-Light,9,8,9,9,8,"An intense cup, zesty but juicy, alive with rose-like flowers, mint and lime."
Decaf Ethiopia Sidamo,90,"Sidama (also Sidamo) growing region, southern Ethiopia",Medium,8,8,7,9,8,"This very light-roasted decaffeinated coffee may suggest a fine, complex Chinese black tea in some respects, though it ultimately enforces its coffee identity with its tart structure and light-footed authority. Oddly idiosyncratic in its aromatics, but quite free of the disturbing wood notes characteristic of many decaffeinated coffees."
Ethiopia Yirgacheffe Washed G1,92,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,8,8,9,9,8,A cup with a fine-tea-like appeal in its subtle complexity and spice-toned presentation.
“Blue Mountain Flavor” Blend,92,Not disclosed,Medium-Light,9,8,8,9,8,"A balanced, high-toned cup with attractive chocolate notes complicated by hints of sweet herbs throughout."
Ethiopia Yirgacheffe Natural G1,91,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,9,8,8,9,7,A crisply bittersweet cup that leads with spicy florals and sweet herb notes.
Static Kenya Kirimahiga,93,"Muranga County, south-central KenyaMur",Medium-Light,9,8,9,9,8,"An engaging, classic Kenya cup, with sweet and savory notes in balance, including an intriguing undertone suggesting the flavor of Russian rye bread."
Washed Ethiopia Worka,92,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,9,8,9,8,8,"A deeply sweet wet-processed Ethiopia cup, spice-toned and redolent of dried stonefruit."
Panama Finca San Sebastian,90,"Boquete growing region, western Panama",Medium-Light,8,8,8,9,7,"A straight-ahead Panama cup: crisp, citrus- and chocolate-toned with inviting tropical fruit notes."
Kenya AA Gicheroi,93,"Kiambu County, south-central Kenya",Medium-Light,9,8,9,9,8,"A deeply intense, focused Kenya coffee with an especially appealing mouthfeel, velvety and lively."
Guatemala Finca El Injerto Gesha,94,"Huehuetenango Department, Guatemala",Medium-Light,9,9,8,9,9,"A compelling Gesha coffee from Guatemala, at turns sweet, savory, tart and spice-toned, all in harmonious balance."
Sumatra Afro-Gayo,92,"Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia",Medium-Light,9,8,8,9,8,"An accessible, sweet-toned cup, crisp and balanced with a throughline of cocoa and aromatic wood notes."
Panama Duncan Estate Wine-Processed,93,"El Salto, Boquete growing region, Panama",Medium-Light,9,8,9,9,8,"An unusual variation on the dry or natural process applied to a fine Panama coffee, netting a cup rich with chocolate and fruit notes: elegant, high-toned, with pleasing notes of sweet ferment."
Typica Baishengcun Farm,92,"Nantou County, Taiwan",Medium-Light,9,8,9,9,7,"Deeply rich, fruit-toned. Strawberry jam, roasted cacao nib, juniper wood, almond, tiger lily in aroma and cup. Sweetly tart structure; delicate, silky mouthfeel. The richly drying finish centers around crisp fruit notes (strawberry) framed by juniper-like aromatic wood notes."
Kenya Gatomboya AA,94,"Nyeri growing region, south-central Kenya",Medium-Light,9,9,9,9,8,"Hits all the classic Kenya notes: pungent with deep fruit and florals, supported by a simultaneously bright yet savory structure."
Ethiopia Kochere G1 Lot 096/183,93,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,8,9,9,9,8,"A crisply sweet wet-processed Ethiopia cup, delicate yet intriguing in its spice and flowers."
Ethiopia Deri Kochere,93,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,9,8,9,9,8,"A richly sweet, spice-toned washed Ethiopia cup, with a throughline of intriguing bergamot and fennel-like notes."
Ethiopia Yirgacheffe Chelelektu,92,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,8,8,9,9,8,"An understated Yirgacheffe cup, quiet in aroma, with a balanced sweet-savory through-line carried by apricot and spicy aromatic wood notes."
Kenya Nyeri Hill Farm,94,"Nyeri growing region, south-central Kenya",Medium-Light,9,9,8,9,9,"A thrilling ride of a Kenya: balanced, deep, rich, and intriguingly spice-toned."
Costa Rica Cumbres del Poas “Perla Negra”,92,"Sabanilla de Alajuela growing region, Costa Rica",Medium-Light,9,8,8,9,8,An engaging natural-processed Costa Rica driven by spicy floral notes and suggestions of dried stone fruit. Organically grown.
Gold Mountain Coffee Growers Daniel’s Caturra Microlot,93,"Jinotega Department, north-central Nicaragua",Medium-Light,9,8,9,9,8,Original in aromatics and deep in structure. Savory-leaning with rich sweetness and a spice throughline.
